path,airport,language,name,shortDesc,category,type,terminal,level,lat,long,locationId,squareImage,banner,,,
,klia2,en,Royal Selangor,"Renowned for its quality pewter products, Royal Selangor offers hundreds of items, all of which are made by Malaysian craftsmen",Shopping,location,,2,2.739112,101.688602,,\/assets\/images\/klia2\/Satellite Building\/Level 2\/Shop&Dine\/ROYAL SELANGOR\/SQUARE (FILEminimizer).jpg,\/assets\/images\/klia2\/Satellite Building\/Level 2\/Shop&Dine\/ROYAL SELANGOR\/BANNER (FILEminimizer).jpg,,,
,klia2,en,Hugo Boss,"With an eclectic mix of the elegantly timeless and the edgy urban, Hugo Boss carries a wide collection of ranges",Shopping,location,,2,2.739338,101.688253,chij2qcvoou_zter3gbt95dkuua,\/assets\/images\/klia2\/Satellite Building\/Level 2\/Shop&Dine\/Hugo Boss\/Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Satellite Building\/Level 2\/Shop&Dine\/Hugo Boss\/Banner (FILEminimizer).jpg,,,
,klia2,en,EXPRESS,"From titbits to travel toiletries, the convenience store in klia2 is stocked with items that you would need for your journey.",Shopping,location,,2,2.742379,101.686073,,\/assets\/images\/klia2\/Int Arrival (Level 2)\/Shop&Dine\/Eraman Express\/Square34 (FILEminimizer).jpg,\/assets\/images\/klia2\/Int Arrival (Level 2)\/Shop&Dine\/Eraman Express\/Banner34 (FILEminimizer).jpg,,,
,klia2,en,Charles & Keith,"From its humble beginnings in 1996, Charles & Keith is now synonymous with trendy style and quality assurance",Shopping,location,,2,2.743072,101.687042,chijt9pg2zw_zterxss3r1ic50a,\/assets\/images\/klia2\/Arrival Hall (Level 2)\/Shop&Dine\/CHARLES & KEITH\/Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Arrival Hall (Level 2)\/Shop&Dine\/CHARLES & KEITH\/Banner (FILEminimizer).jpg,,,
,klia2,en,Flying Emporium,"Walk into a treasure trove every time you step in the Flying Emporium. With an abundance of fragrances, cosmetics, travel accessories, luggage, books, magazines and toys, you won't have to go far to find the perfect gift.",Shopping,location,,2,2.742958,101.687196,chijs57pu5s_zteresw_b9tnezs,\/assets\/images\/klia2\/Arrival Hall (Level 2)\/Shop&Dine\/Flying Emporium\/Square(FILEminimizer).jpg,\/assets\/images\/klia2\/Arrival Hall (Level 2)\/Shop&Dine\/Flying Emporium\/Banner(FILEminimizer).jpg,,,
,klia2,en,Eraman Duty Free (Liquor & Tobacco),"Without any a doubt, the discerning travelers' \""Ultimate Shopping Shangri-La\"".",Shopping,location,,2,2.739896,101.689465,,\/assets\/images\/klia2\/Satellite Building\/Level 2\/Shop&Dine\/Eraman Liquor\/SQUARE (FILEminimizer).jpg,\/assets\/images\/klia2\/Satellite Building\/Level 2\/Shop&Dine\/Eraman Liquor\/BANNER (FILEminimizer).jpg,,,
,klia2,en,Eraman,"Without any a doubt, the discerning travelers' \""Ultimate Shopping Shangri-La\"".",Shopping,location,,2,2.740508,101.684024,chijkbr7_b-_zterfc-9ge0h3yo,\/assets\/images\/klia2\/Domestic Dep&Arr\/2(L)\/Shop&Dine\/Eraman Duty Free\/Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Domestic Dep&Arr\/2(L)\/Shop&Dine\/Eraman Duty Free\/Banner (FILEminimizer).jpg,,,
,klia2,en,Eraman Duty Free,"Without any a doubt, the discerning travelers' \""Ultimate Shopping Shangri-La\"".",Shopping,location,,2,2.742671,101.686483,chijiszaqzw_ztergvmgspf9z54,\/assets\/images\/klia2\/Int Arrival (Level 2)\/Shop&Dine\/Eraman Duty Free\/Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Int Arrival (Level 2)\/Shop&Dine\/Eraman Duty Free\/Banner (FILEminimizer).jpg,,,
,klia2,en,The Zon Duty Free (Chocolate & Confectionery),"Shopping with us in ZON Duty Free comes with retail therapy, a favourite of many!",Shopping,location,STB,2,2.739066,101.687895,,klia2\\Satellite Building\\Level 2\\Shop&Dine\\Choclate & Confectionery\\Square (FILEminimizer).jpg,klia2\\Satellite Building\\Level 2\\Shop&Dine\\Choclate & Confectionery\\Banner (FILEminimizer).jpg,,,
,klia2,en,Swiss Watch Gallery,"Swiss Watch Gallery is the premier Malaysian-owned regional luxury watch retailer, presenting arguably the most comprehensive collection of international iconic watch brands under one umbrella",Shopping,location,,2,2.742913,101.68764,ChIJ5Vx_UJS_zTERAMuFZM_gMrI,\/assets\/images\/klia2\/Arrival Hall (Level 2)\/Shop&Dine\/SWISS Watch\/Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Arrival Hall (Level 2)\/Shop&Dine\/SWISS Watch\/Banner (FILEminimizer).jpg,,,
,klia2,en,Victoria's Secret,"Victorias Secret Beauty offers customers access to an assortment of the best-selling Victorias Secret Beauty products, from prestige fragrances to body care.",Shopping,location,,2,2.742983,101.687577,ChIJ_5RyUJS_zTERvZTA7MNAVUk,\/assets\/images\/klia2\/Arrival Hall (Level 2)\/Shop&Dine\/Victoria Secret\/Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Arrival Hall (Level 2)\/Shop&Dine\/Victoria Secret\/Banner (FILEminimizer).jpg,,,
,klia2,en,Pedro,"Pedro embodies modern luxury and style with a line of footwear and accessories in a smart twist of timeless classics with international influence for men and women, with emphasis on channelling heightened fashion acumen each season",Shopping,location,,2,2.739213,101.688062,ChIJc31tOeu_zTER9mLAiO-n6xs,\/assets\/images\/klia2\/Satellite Building\/Level 2\/Shop&Dine\/Pedro\/Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Satellite Building\/Level 2\/Shop&Dine\/Pedro\/Banner (FILEminimizer).jpg,,,
,klia2,en,The Zon Duty Free (Perfumes & Cosmetics),"Shopping with us in ZON Duty Free comes with retail therapy, a favourite of many!",Shopping,location,,2,2.739048,101.687893,,\/assets\/images\/klia2\/Satellite Building\/Level 2\/Shop&Dine\/The ZON Duty Free Perfumes & Cosmetics\/Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Satellite Building\/Level 2\/Shop&Dine\/The ZON Duty Free Perfumes & Cosmetics\/Banner (FILEminimizer).jpg,,,
,klia2,en,Old Town White Coffee,"What better delight than to feast on OLDTOWN's local favourites cooked to perfection using traditional recipes? With a repertoire of appetizers, mains and desserts to choose from, there is something mouthwatering for everyone!",Restaurant,location,,2,2.743309,101.685741,chij_tngx4c_ztergj5ftzyhwpq,\/assets\/images\/klia2\/Arrival Hall (Level 2)\/Shop&Dine\/Old Town white Coffee\/Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Arrival Hall (Level 2)\/Shop&Dine\/Old Town white Coffee\/Banner (FILEminimizer).jpg,,,
,klia2,en,Puffy Buffy,We offered the best local & western cuisine.,Restaurant,location,,2,2.740294,101.683674,ChIJydMyWJW_zTERbIS0Ih7qtlY,\/assets\/images\/klia2\/Domestic Dep&Arr\/2(L)\/Shop&Dine\/CAFE PUFFY BUFFY\/SQUARE (FILEminimizer).jpg,\/assets\/images\/klia2\/Domestic Dep&Arr\/2(L)\/Shop&Dine\/CAFE PUFFY BUFFY\/BANNER (FILEminimizer).jpg,,,
,klia2,en,The Living Room,Fast and convenient for a good meal before heading to your departure gate.,Restaurant,location,,2,2.739205,101.688319,ChIJBUOCOOu_zTERTa4P-tv1yWo,\/assets\/images\/klia2\/Satellite Building\/Level 2\/Shop&Dine\/The Living Room\/Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Satellite Building\/Level 2\/Shop&Dine\/The Living Room\/Banner (FILEminimizer).jpg,,,
,klia2,en,Nööödles,"With a feast that will definitely please your taste buds, all of Nööödles' dishes are halal, and free from MSG and boric acid. The restaurant uses traditional recipes from Taiwan, Hong Kong and Thailand as well local staples. Travellers who are longing for a comforting meal should try a steaming bowl of noodles at Nööödles!",Restaurant,location,,2,2.73926,101.688802,chijn1y6reu_zter73dsvcru1j4,\/assets\/images\/klia2\/Satellite Building\/Level 2\/Shop&Dine\/Nooodles\/Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Satellite Building\/Level 2\/Shop&Dine\/Nooodles\/Banner (FILEminimizer).jpg,,,
,klia2,en,Gloria Jean's Coffees,"Gloria Jean's Coffees offers a wide range of espresso drink menu, signature cold drinks and whole bean coffees plus speciality teas along with cakes, pastries, light meals, cookies, and biscotti",Restaurant,location,,2,2.741557,101.685525,ChIJ-adWPuu_zTERZcO0YYKrLuk,\/assets\/images\/klia2\/Domestic Dep&Arr\/2(L)\/Shop&Dine\/GLORIA JEANS COFFEE\/SQUARE (FILEminimizer).jpg,\/assets\/images\/klia2\/Domestic Dep&Arr\/2(L)\/Shop&Dine\/GLORIA JEANS COFFEE\/BANNER (FILEminimizer).jpg,,,
,klia2,en,Maxis,The Maxis & Hotlink shop is located at the Arrival Hall of the klia2,Telecommunications,location,,2,2.743435,101.685925,chijg427u5w_zterln4j7hjboy4,\/assets\/images\/klia2\/Arrival Hall (Level 2)\/Services\/Hotlink Communication\/Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Arrival Hall (Level 2)\/Services\/Hotlink Communication\/Banner (FILEminimizer).jpg,,,
,klia2,en,Celcom,"The Celcom store accommodates promotions on mobile phones, accessories and telecommunication services.",Telecommunications,location,,2,2.743491,101.685995,chijjxsvupw_zterkz4pylivniq,\/assets\/images\/klia2\/Arrival Hall (Level 2)\/Services\/Celcom Communication\/Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Arrival Hall (Level 2)\/Services\/Celcom Communication\/banner (FILEminimizer).jpg,,,
,klia2,en,Airport CARE Info Centre,klia2 has information counters strategically located throughout the airport so that you'll always have assistance when you need it.,Information Counter,location,,2,2.739475,101.688947,,\/assets\/images\/klia2\/Arrival Hall (Level 2)\/Services\/Information Counter\/Airport CARE Info Centre\/Airport CARE Info Centre Arrival-square (FILEminimizer).jpg,\/assets\/images\/klia2\/Arrival Hall (Level 2)\/Services\/Information Counter\/Airport CARE Info Centre\/Airport CARE Info Centre Arrival-banner (FILEminimizer).jpg,,,
,klia2,en,Airport CARE Info Centre,klia2 has information counters strategically located throughout the airport so that you'll always have assistance when you need it.,Information Counter,location,,2,2.743256,101.685835,,\/assets\/images\/klia2\/Arrival Hall (Level 2)\/Services\/Information Counter\/Airport CARE Info Centre\/Airport CARE Info Centre Arrival-square (FILEminimizer).jpg,\/assets\/images\/klia2\/Arrival Hall (Level 2)\/Services\/Information Counter\/Airport CARE Info Centre\/Airport CARE Info Centre Arrival-banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Handicap),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,2,2.740557,101.684139,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletHandicap - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletHandicap - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,2,2.741581,101.685395,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,2,2.740602,101.683951,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,2,2.741329,101.685247,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Handicap),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,2,2.740544,101.683865,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletHandicap - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletHandicap - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,2,2.74219,101.686063,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,2,2.740596,101.684156,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,2,2.739309,101.688136,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,2,2.739955,101.688993,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,2,2.742958,101.685409,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,2,2.742917,101.687028,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Handicap),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,2,2.742943,101.685484,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletHandicap - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletHandicap - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Handicap),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,2,2.741256,101.68514,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletHandicap - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletHandicap - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,2,2.743668,101.68654,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,2,2.740597,101.684203,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Handicap),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,2,2.742248,101.686031,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletHandicap - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletHandicap - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Handicap),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,2,2.743001,101.686953,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletHandicap - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletHandicap - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Handicap),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,2,2.740307,101.683782,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletHandicap - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletHandicap - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,2,2.740599,101.684159,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Handicap),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,2,2.74166,101.685536,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletHandicap - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletHandicap - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Handicap),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,2,2.743635,101.686606,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletHandicap - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletHandicap - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Handicap),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,2,2.740882,101.684568,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletHandicap - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletHandicap - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Handicap),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,2,2.74351,101.686786,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletHandicap - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletHandicap - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Handicap),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,2,2.742041,101.68572,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletHandicap - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletHandicap - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,2,2.74223,101.686121,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,2,2.740596,101.684156,,"Amenities\\Toilets (Male, Female, Handicapped)\\MaleSquare (FILEminimizer).jpg","Amenities\\Toilets (Male, Female, Handicapped)\\MaleBanner (FILEminimizer).jpg",,,
,klia2,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,2,2.739944,101.688957,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,2,2.739246,101.687991,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,2,2.743543,101.686783,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,2,2.740602,101.683951,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Handicap),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,2,2.739975,101.68902,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletHandicap - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletHandicap - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,2,2.741633,101.685468,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,2,2.741302,101.685201,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,2,2.743598,101.686532,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,2,2.742881,101.685382,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,2,2.74354,101.686826,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Handicap),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,2,2.739264,101.688039,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletHandicap - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletHandicap - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,2,2.742823,101.687033,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,2,2.742031,101.685748,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,2,2.740785,101.684471,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,2,2.740405,101.683919,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,2,2.740362,101.68386,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Handicap),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,2,2.740596,101.684156,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletHandicap - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletHandicap - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,2,2.742008,101.685716,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,,2,2.740831,101.684547,,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Amenities\/Toilet\/ToiletMaleFemale - Banner (FILEminimizer).jpg,,,
,klia2,en,CIMB,CIMB's Currency Exchange provides a one-stop centre for all your foreign exchange needs and more.,Currency Exchange,location,,2,2.743364,101.685776,,\/assets\/images\/klia2\/Arrival Hall (Level 2)\/Services\/Currency Exchange CIMB\/Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Arrival Hall (Level 2)\/Services\/Currency Exchange CIMB\/Banner (FILEminimizer).jpg,,,
,klia2,en,Maybank,klia2 has plenty of ATMs if you happen to be running low on cash. We have ATMs for all,Currency Exchange,location,,2,2.742875,101.686741,chijrdfwrjw_zterbh3dsfud_o4,\/assets\/images\/klia2\/Int Arrival (Level 2)\/Services\/Money Exchange Maybank\/Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Int Arrival (Level 2)\/Services\/Money Exchange Maybank\/banner (FILEminimizer).jpg,,,
,klia2,en,Bank Islam,Bank Islam's Bureau de Change is a centre equipped for all of your foreign exchange needs.,Currency Exchange,location,,2,2.742462,101.686185,,\/assets\/images\/klia2\/Int Arrival (Level 2)\/Services\/Currency Exchange\/Bank Islam\/Bank Islam-square (FILEminimizer).jpg,\/assets\/images\/klia2\/Int Arrival (Level 2)\/Services\/Currency Exchange\/Bank Islam\/Bank Islam-banner (FILEminimizer).jpg,,,
,klia2,en,Travelex,"When you travel, you won't have to go far to find a Travelex store. With over 1350 stores worldwide, we're easy to find!",Currency Exchange,location,,2,2.739444,101.689095,chijp3sjuou_zterufelr5czhpu,\/assets\/images\/klia2\/Satellite Building\/Level 2\/Services\/Travelex\/Square (FILEminimizer).jpg,\/assets\/images\/klia2\/Satellite Building\/Level 2\/Services\/Travelex\/Banner (FILEminimizer).jpg,,,
