path,airport,language,name,shortDesc,category,type,terminal,level,lat,long,locationId,squareImage,banner,,,
,klia,en,Toilet (Handicap),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,MTB,4,2.752179,101.705371,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/HandicappedSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/HandicappedBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,MTB,4,2.752288,101.704733,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Square (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Banner (FILEminimizer).jpg",,,
,klia,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,MTB,4,2.752523,101.705887,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Square (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Banner (FILEminimizer).jpg",,,
,klia,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,MTB,4,2.752523,101.705887,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,MTB,4,2.752179,101.705371,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Square (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Banner (FILEminimizer).jpg",,,
,klia,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,MTB,4,2.751628,101.703754,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Handicap),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,MTB,4,2.753157,101.706015,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/HandicappedSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/HandicappedBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,MTB,4,2.751628,101.703754,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Square (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Banner (FILEminimizer).jpg",,,
,klia,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,MTB,4,2.753157,101.706015,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,MTB,4,2.751194,101.703085,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Square (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Banner (FILEminimizer).jpg",,,
,klia,en,Toilet (Handicap),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,MTB,4,2.750743,101.702443,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/HandicappedSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/HandicappedBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,MTB,4,2.752179,101.705371,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Square (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Banner (FILEminimizer).jpg",,,
,klia,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,MTB,4,2.75429,101.707689,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,MTB,4,2.750743,101.702443,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Square (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Banner (FILEminimizer).jpg",,,
,klia,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,MTB,4,2.754726,101.708335,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,MTB,4,2.754021,101.703941,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Handicap),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,MTB,4,2.75429,101.707689,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/HandicappedSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/HandicappedBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,MTB,4,2.754726,101.708335,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Square (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Banner (FILEminimizer).jpg",,,
,klia,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,MTB,4,2.752288,101.704733,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Handicap),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,MTB,4,2.752523,101.705887,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/HandicappedSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/HandicappedBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,MTB,4,2.750743,101.702443,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,MTB,4,2.753849,101.707034,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Square (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Banner (FILEminimizer).jpg",,,
,klia,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,MTB,4,2.754021,101.703941,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Square (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Banner (FILEminimizer).jpg",,,
,klia,en,Toilet (Handicap),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,MTB,4,2.751628,101.703754,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/HandicappedSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/HandicappedBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Male),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,MTB,4,2.753849,101.707034,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/MaleBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Handicap),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,MTB,4,2.754726,101.708335,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/HandicappedSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/HandicappedBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Handicap),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,MTB,4,2.753849,101.707034,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/HandicappedSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/HandicappedBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Handicap),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,MTB,4,2.752179,101.705371,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/HandicappedSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/HandicappedBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Handicap),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,MTB,4,2.754021,101.703941,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/HandicappedSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/HandicappedBanner (FILEminimizer).jpg",,,
,klia,en,Toilet (Female),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,MTB,4,2.75429,101.707689,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Square (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/Banner (FILEminimizer).jpg",,,
,klia,en,Toilet (Handicap),Our washrooms are located conveniently close to one another and the departure\/arrival gates.,Toilet,location,MTB,4,2.751194,101.703085,,"\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/HandicappedSquare (FILEminimizer).jpg","\/assets\/Images\/Amenities\/Toilets (Male, Female, Handicapped)\/HandicappedBanner (FILEminimizer).jpg",,,
,klia,en,Prayer Room (Male),Malaysia Airports always ensures that the needs of all our passengers are well taken care off.,Prayer Room (Surau),location,MTB,4,2.752785,101.705885,,\/assets\/images\/Amenities\/Prayer Room (Male & Female)\/Square (FILEminimizer).jpg,\/assets\/images\/Amenities\/Prayer Room (Male & Female)\/Banner (FILEminimizer).jpg,,,
,klia,en,Prayer Room (Female),Malaysia Airports always ensures that the needs of all our passengers are well taken care off.,Prayer Room (Surau),location,MTB,4,2.752764,101.705915,,\/assets\/images\/Amenities\/Prayer Room (Male & Female)\/Square (FILEminimizer).jpg,\/assets\/images\/Amenities\/Prayer Room (Male & Female)\/Banner (FILEminimizer).jpg,,,
,klia,en,Nappy Change/Baby Changing Room,"Our Baby Care rooms are perfectly equipped to help you take care of your precious little tots. The rooms are equipped with a baby bed, a chair and a wash-basin.",Baby Care Room,location,MTB,4,2.752919,101.705928,,\/assets\/images\/Amenities\/Nappy Change\/Square (FILEminimizer).jpg,\/assets\/images\/Amenities\/Nappy Change\/Banner (FILEminimizer).jpg,,,
,klia,en,Nappy Change/Baby Changing Room,"Our Baby Care rooms are perfectly equipped to help you take care of your precious little tots. The rooms are equipped with a baby bed, a chair and a wash-basin.",Baby Care Room,location,MTB,5,2.752919,101.705928,,\/assets\/Images\/Amenities\/Nappy Change\\Square (FILEminimizer).jpg,\/assets\/Images\/Amenities\/Nappy Change\\Banner (FILEminimizer).jpg,,,
,klia,en,Trolley Nest H/J,,Trolly Nest,location,MTB,3,2.754135,101.70505,,\/assets\/Images\/Amenities\/Trolley Nest\/Square (FILEminimizer).jpg,\/assets\/Images\/Amenities\/Trolley Nest\/Banner (FILEminimizer).jpg,,,
,klia,en,Trolley Nest B/C,,Trolly Nest,location,MTB,3,2.753568,101.704177,,\/assets\/Images\/Amenities\/Trolley Nest\/Square (FILEminimizer).jpg,\/assets\/Images\/Amenities\/Trolley Nest\/Banner (FILEminimizer).jpg,,,
,klia,en,Trolley Nest L/M,,Trolly Nest,location,MTB,3,2.754435,101.705469,,\/assets\/Images\/Amenities\/Trolley Nest\/Square (FILEminimizer).jpg,\/assets\/Images\/Amenities\/Trolley Nest\/Banner (FILEminimizer).jpg,,,
,klia,en,Trolley Nest A/B,,Trolly Nest,location,MTB,3,2.753464,101.704021,,\/assets\/Images\/Amenities\/Trolley Nest\/Square (FILEminimizer).jpg,\/assets\/Images\/Amenities\/Trolley Nest\/Banner (FILEminimizer).jpg,,,
,klia,en,Trolley Nest B7,,Trolly Nest,location,MTB,3,2.754355,101.70786,,\/assets\/Images\/Amenities\/Trolley Nest\/Square (FILEminimizer).jpg,\/assets\/Images\/Amenities\/Trolley Nest\/Banner (FILEminimizer).jpg,,,
,klia,en,Trolley Nest E/F,,Trolly Nest,location,MTB,3,2.753802,101.704639,,\/assets\/Images\/Amenities\/Trolley Nest\/Square (FILEminimizer).jpg,\/assets\/Images\/Amenities\/Trolley Nest\/Banner (FILEminimizer).jpg,,,
,klia,en,Trolly Nest A5,,Trolly Nest,location,MTB,3,2.751161,101.703194,,\/assets\/Images\/Amenities\/Trolley Nest\/Square (FILEminimizer).jpg,\/assets\/Images\/Amenities\/Trolley Nest\/Banner (FILEminimizer).jpg,,,
,klia,en,Trolley Nest C/E,,Trolly Nest,location,MTB,3,2.753739,101.704478,,\/assets\/Images\/Amenities\/Trolley Nest\/Square (FILEminimizer).jpg,\/assets\/Images\/Amenities\/Trolley Nest\/Banner (FILEminimizer).jpg,,,
,klia,en,Trolley Nest K,,Trolly Nest,location,MTB,3,2.75427,101.705329,,\/assets\/Images\/Amenities\/Trolley Nest\/Square (FILEminimizer).jpg,\/assets\/Images\/Amenities\/Trolley Nest\/Banner (FILEminimizer).jpg,,,
,klia,en,Trolley Nest G/H,,Trolly Nest,location,MTB,3,2.754039,101.704905,,\/assets\/Images\/Amenities\/Trolley Nest\/Square (FILEminimizer).jpg,\/assets\/Images\/Amenities\/Trolley Nest\/Banner (FILEminimizer).jpg,,,
,klia,en,Trolley Nest B3,,Trolly Nest,location,MTB,3,2.753983,101.707284,,\/assets\/Images\/Amenities\/Trolley Nest\/Square (FILEminimizer).jpg,\/assets\/Images\/Amenities\/Trolley Nest\/Banner (FILEminimizer).jpg,,,
,klia,en,Trolley Nest F/G,,Trolly Nest,location,MTB,3,2.753934,101.704769,,\/assets\/Images\/Amenities\/Trolley Nest\/Square (FILEminimizer).jpg,\/assets\/Images\/Amenities\/Trolley Nest\/Banner (FILEminimizer).jpg,,,
,klia,en,Trolly Nest A9,,Trolly Nest,location,MTB,3,2.75083,101.702708,,\/assets\/Images\/Amenities\/Trolley Nest\/Square (FILEminimizer).jpg,\/assets\/Images\/Amenities\/Trolley Nest\/Banner (FILEminimizer).jpg,,,
,klia,en,Trolley Nest C,,Trolly Nest,location,MTB,3,2.753647,101.704319,,\/assets\/Images\/Amenities\/Trolley Nest\/Square (FILEminimizer).jpg,\/assets\/Images\/Amenities\/Trolley Nest\/Banner (FILEminimizer).jpg,,,
,klia,en,Trolley Nest B1,,Trolly Nest,location,MTB,3,2.75333,101.70634,,\/assets\/Images\/Amenities\/Trolley Nest\/Square (FILEminimizer).jpg,\/assets\/Images\/Amenities\/Trolley Nest\/Banner (FILEminimizer).jpg,,,
,klia2,en,Airport CARE Info Centre,KLIA has information counters strategically located throughout the airport so that you'll always have assistance when you need it.,Information Counter,location,,2,2.743256,101.685835,,,,,,
,klia,en,Transfer Desk,,Transfer Desk,location,MTB,3,2.75265,101.705431,,\/assets\/Images\/Default\/TransferDesk.jpg,\/assets\/Images\/Default\/TransferDeskBanner.jpg,,,
,klia,en,KLIA Ekspress (VIP Service),Look out for our VIP Service Representative or porter near the paging screen.,Transfer Desk,location,MTB,3,2.753591,101.704777,,\/assets\/Images\/MTB\/Arrival Level (Level 3)\/Traveller\/KLIA Express (VIP Services)\/Square (FILEminimizer).jpg,\/assets\/Images\/MTB\/Arrival Level (Level 3)\/Traveller\/KLIA Express (VIP Services)\/Banner (FILEminimizer).jpg,,,
,klia,en,Rest N Go,Rest N Go offers weary travellers a place to get reenergised from their travels.,Hotel,location,MTB,3,2.755213,101.705072,,\/assets\/Images\/Amenities\/Rest&Go\/Square (FILEminimizer).jpg,\/assets\/Images\/Amenities\/Rest&Go\/Banner (FILEminimizer).jpg,,,
,klia,en,Special Room (Penumpang Khas),,Lounges,location,MTB,3,2.752779,101.705602,,\/assets\/Images\/Default\/Lounge.jpg,\/assets\/Images\/Default\/LoungeBanner.jpg,,,
,klia,en,Special Handling Lounge,,Lounges,location,MTB,3,2.752779,101.705602,,\/assets\/Images\/Default\/Lounge.jpg,\/assets\/Images\/Default\/LoungeBanner.jpg,,,
,klia,en,Malaysia Healthcare Travel Council Medical Concierge,"MHTC's KLIA Concierge and Lounge are now open! Do drop by and meet us when you are in Kuala Lumpur International Airport. We are at the Arrival Hall, Gate 5 and 8.",Lounges,location,MTB,3,2.754561,101.704223,chijccbr0ia_zterqgub5xay_1w,\/assets\/Images\/Main Terminal Building (MTB)\/Level 3\/Services\/Malaysia healthcare Travel council medical concierge (L3 11-17)\/Square (FILEminimizer).jpg,\/assets\/Images\/Main Terminal Building (MTB)\/Level 3\/Services\/Malaysia healthcare Travel council medical concierge (L3 11-17)\/Banner (FILEminimizer).jpg,,,
,klia,en,MAS Domestic Lounge,"Our Golden Lounge is a sanctuary of peace and tranquillity, away from the hustle and bustle of travel.",Lounges,location,MTB,3,2.752373,101.705027,,\/assets\/Images\/Contact Pier Domestic (CPD)\/Traveller\/MAS Domestic lounge (CPD 18)\/Square (FILEminimizer).jpg,\/assets\/Images\/Contact Pier Domestic (CPD)\/Traveller\/MAS Domestic lounge (CPD 18)\/Banner (FILEminimizer).jpg,,,
,klia,en,P017,Immigration,Immigration Checkpoint,location,MTB,3,2.753309,101.704828,,\/assets\/Images\/MTB\/Arrival Level (Level 3)\/Traveller\/Immigration Counter\/Square (FILEminimizer).jpg,\/assets\/Images\/MTB\/Arrival Level (Level 3)\/Traveller\/Immigration Counter\/Banner (FILEminimizer).jpg,,,
,klia,en,P019,Immigration,Immigration Checkpoint,location,MTB,3,2.753303,101.704822,,\/assets\/Images\/MTB\/Arrival Level (Level 3)\/Traveller\/Immigration Counter\/Square (FILEminimizer).jpg,\/assets\/Images\/MTB\/Arrival Level (Level 3)\/Traveller\/Immigration Counter\/Banner (FILEminimizer).jpg,,,
,klia,en,B006,B6,Boarding Gate,location,MTB,3,2.753531,101.706777,,\/assets\/Images\/Default\/BoardingGate.jpg,\/assets\/Images\/Default\/BoardingGateBanner.jpg,,,
,klia,en,A006,A6,Boarding Gate,location,MTB,3,2.751296,101.703476,,\/assets\/Images\/Default\/BoardingGate.jpg,\/assets\/Images\/Default\/BoardingGateBanner.jpg,,,
,klia,en,B004,B4,Boarding Gate,location,MTB,3,2.753553,101.706801,,\/assets\/Images\/Default\/BoardingGate.jpg,\/assets\/Images\/Default\/BoardingGateBanner.jpg,,,
,klia,en,A008,A8,Boarding Gate,location,MTB,3,2.75084,101.702804,,\/assets\/Images\/Default\/BoardingGate.jpg,\/assets\/Images\/Default\/BoardingGateBanner.jpg,,,
,klia,en,A004,A4,Boarding Gate,location,MTB,3,2.751622,101.703988,,\/assets\/Images\/Default\/BoardingGate.jpg,\/assets\/Images\/Default\/BoardingGateBanner.jpg,,,
,klia,en,B010,B10,Boarding Gate,location,MTB,3,2.754311,101.707951,,\/assets\/Images\/Default\/BoardingGate.jpg,\/assets\/Images\/Default\/BoardingGateBanner.jpg,,,
,klia,en,A010,A10,Boarding Gate,location,MTB,3,2.75066,101.702496,,\/assets\/Images\/Default\/BoardingGate.jpg,\/assets\/Images\/Default\/BoardingGateBanner.jpg,,,
,klia,en,B002,B2,Boarding Gate,location,MTB,3,2.753081,101.706163,,\/assets\/Images\/Default\/BoardingGate.jpg,\/assets\/Images\/Default\/BoardingGateBanner.jpg,,,
,klia,en,A002,A2,Boarding Gate,location,MTB,3,2.752063,101.704603,,\/assets\/Images\/Default\/BoardingGate.jpg,\/assets\/Images\/Default\/BoardingGateBanner.jpg,,,
,klia,en,A007,A7,Boarding Gate,location,MTB,3,2.751019,101.702795,,\/assets\/Images\/Default\/BoardingGate.jpg,\/assets\/Images\/Default\/BoardingGateBanner.jpg,,,
,klia,en,B007,B7,Boarding Gate,location,MTB,3,2.754364,101.707762,,\/assets\/Images\/Default\/BoardingGate.jpg,\/assets\/Images\/Default\/BoardingGateBanner.jpg,,,
,klia,en,A005,A5,Boarding Gate,location,MTB,3,2.751304,101.703221,,\/assets\/Images\/Default\/BoardingGate.jpg,\/assets\/Images\/Default\/BoardingGateBanner.jpg,,,
,klia,en,B009,B9,Boarding Gate,location,MTB,3,2.754551,101.708063,,\/assets\/Images\/Default\/BoardingGate.jpg,\/assets\/Images\/Default\/BoardingGateBanner.jpg,,,
,klia,en,A009,A9,Boarding Gate,location,MTB,3,2.751118,101.702966,,\/assets\/Images\/Default\/BoardingGate.jpg,\/assets\/Images\/Default\/BoardingGateBanner.jpg,,,
,klia,en,A003,A3,Boarding Gate,location,MTB,3,2.751419,101.703396,,\/assets\/Images\/Default\/BoardingGate.jpg,\/assets\/Images\/Default\/BoardingGateBanner.jpg,,,
,klia,en,B005,B5,Boarding Gate,location,MTB,3,2.754141,101.707422,,\/assets\/Images\/Default\/BoardingGate.jpg,\/assets\/Images\/Default\/BoardingGateBanner.jpg,,,
,klia,en,A011,A11,Boarding Gate,location,MTB,3,2.750522,101.702092,,\/assets\/Images\/Default\/BoardingGate.jpg,\/assets\/Images\/Default\/BoardingGateBanner.jpg,,,
,klia,en,B011,B11,Boarding Gate,location,MTB,3,2.754795,101.70841,,\/assets\/Images\/Default\/BoardingGate.jpg,\/assets\/Images\/Default\/BoardingGateBanner.jpg,,,
,klia,en,B001,B1,Boarding Gate,location,MTB,3,2.7533,101.706166,,\/assets\/Images\/Default\/BoardingGate.jpg,\/assets\/Images\/Default\/BoardingGateBanner.jpg,,,
,klia,en,B003,B3,Boarding Gate,location,MTB,3,2.75393,101.707128,,\/assets\/Images\/Default\/BoardingGate.jpg,\/assets\/Images\/Default\/BoardingGateBanner.jpg,,,
,klia,en,A001,A1,Boarding Gate,location,MTB,3,,,,\/assets\/Images\/Default\/BoardingGate.jpg,\/assets\/Images\/Default\/BoardingGateBanner.jpg,,,
,klia,en,B008,B8,Boarding Gate,location,MTB,3,2.753946,101.707398,,\/assets\/Images\/Default\/BoardingGate.jpg,\/assets\/Images\/Default\/BoardingGateBanner.jpg,,,
,klia,en,Luggage Storage,KLIA offers storage and lockers for passengers and visitors who wish to store luggage or other items.,Baggage Locker,location,MTB,3,2.754275,101.70474,chijdqesmoe_zterb3nui7u1c9m,\/assets\/Images\/Main Terminal Building (MTB)\/Level 3\/Traveller\/Luggage storage\/Square (FILEminimizer).jpg,\/assets\/Images\/Main Terminal Building (MTB)\/Level 3\/Traveller\/Luggage storage\/Banner (FILEminimizer).jpg,,,
,klia,en,M,Baggage Conveyor M,Baggage Belt,location,MTB,3,2.754473,101.705541,,\/assets\/Images\/MTB\/Arrival Level (Level 3)\/Traveller\/Baggage Belts\/L (Domestic)\/LSquare (FILEminimizer).jpg,\/assets\/Images\/MTB\/Arrival Level (Level 3)\/Traveller\/Baggage Belts\/L (Domestic)\/LBanner (FILEminimizer).jpg,,,
,klia,en,H,Baggage Conveyor H,Baggage Belt,location,MTB,3,2.754087,101.70496,,\/assets\/Images\/MTB\/Arrival Level (Level 3)\/Traveller\/Baggage Belts\/H\/HSquare (FILEminimizer).jpg,\/assets\/Images\/MTB\/Arrival Level (Level 3)\/Traveller\/Baggage Belts\/H\/HBanner (FILEminimizer).jpg,,,
,klia,en,L,Baggage Conveyor L,Baggage Belt,location,MTB,3,2.754385,101.70541,,\/assets\/Images\/MTB\/Arrival Level (Level 3)\/Traveller\/Baggage Belts\/L (Domestic)\/LSquare (FILEminimizer).jpg,\/assets\/Images\/MTB\/Arrival Level (Level 3)\/Traveller\/Baggage Belts\/L (Domestic)\/LBanner (FILEminimizer).jpg,,,
,klia,en,C,Baggage Conveyor C,Baggage Belt,location,MTB,3,2.753692,101.704391,,\/assets\/Images\/MTB\/Arrival Level (Level 3)\/Traveller\/Baggage Belts\/C\/CSquare (FILEminimizer).jpg,\/assets\/Images\/MTB\/Arrival Level (Level 3)\/Traveller\/Baggage Belts\/C\/CBanner (FILEminimizer).jpg,,,
,klia,en,K,Baggage Conveyor K,Baggage Belt,location,MTB,3,2.754276,101.705253,,\/assets\/Images\/MTB\/Arrival Level (Level 3)\/Traveller\/Baggage Belts\/K\/KSquare (FILEminimizer).jpg,\/assets\/Images\/MTB\/Arrival Level (Level 3)\/Traveller\/Baggage Belts\/K\/KBanner (FILEminimizer).jpg,,,
,klia,en,G,Baggage Conveyor G,Baggage Belt,location,MTB,3,2.753998,101.704834,,\/assets\/Images\/MTB\/Arrival Level (Level 3)\/Traveller\/Baggage Belts\/G\/GSquare (FILEminimizer).jpg,\/assets\/Images\/MTB\/Arrival Level (Level 3)\/Traveller\/Baggage Belts\/G\/GBanner (FILEminimizer).jpg,,,
,klia,en,B,Baggage Conveyor B,Baggage Belt,location,MTB,3,2.753498,101.704101,,\/assets\/Images\/MTB\/Arrival Level (Level 3)\/Traveller\/Baggage Belts\/B\/BSquare (FILEminimizer).jpg,\/assets\/Images\/MTB\/Arrival Level (Level 3)\/Traveller\/Baggage Belts\/B\/BBanner (FILEminimizer).jpg,,,
,klia,en,J,Baggage Conveyor J,Baggage Belt,location,MTB,3,2.754194,101.705126,,\/assets\/Images\/MTB\/Arrival Level (Level 3)\/Traveller\/Baggage Belts\/J\/JSquare (FILEminimizer).jpg,\/assets\/Images\/MTB\/Arrival Level (Level 3)\/Traveller\/Baggage Belts\/J\/JBanner (FILEminimizer).jpg,,,
,klia,en,F,Baggage Conveyor F,Baggage Belt,location,MTB,3,2.753852,101.704701,,\/assets\/Images\/MTB\/Arrival Level (Level 3)\/Traveller\/Baggage Belts\/F\/FSquare (FILEminimizer).jpg,\/assets\/Images\/MTB\/Arrival Level (Level 3)\/Traveller\/Baggage Belts\/F\/FBanner (FILEminimizer).jpg,,,
,klia,en,A,Baggage Conveyor A,Baggage Belt,location,MTB,3,2.753415,101.703975,,\/assets\/Images\/MTB\/Arrival Level (Level 3)\/Traveller\/Baggage Belts\/A\/ASquare (FILEminimizer).jpg,\/assets\/Images\/MTB\/Arrival Level (Level 3)\/Traveller\/Baggage Belts\/A\/ABanner (FILEminimizer).jpg,,,
